Restaurant_id,hours_open_sunday,hours_open_monday,hours_open_tuesday,hours_open_wednesday,hours_open_thursday,hours_open_friday,hours_open_saturday,hours_close_sunday,hours_close_monday,hours_close_tuesday,hours_close_wednesday,hours_close_thursday,hours_close_friday,hours_close_saturday
federal-american-grill-houston-3,1100,1100,1100,1100,1100,1100,1600,2200,2200,2200,2200,2300,2300,2100
trulucks-houston,1100,1100,1100,1100,1100,1200,1600,2200,2200,2200,2200,2300,2300,2200
brennans-of-houston-houston,1730,1730,1730,1730,1730,1730,1730,2200,2200,2200,2200,2200,2200,2200
kukuri-houston,,1730,1730,1730,1730,1730,1730,,2230,2230,2330,2330,2330,2230
pappys-cafe-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2100
brookstreet-bar-b-que-houston-2,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,2000
polonia-restaurant-houston-3,,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2100,2000
saeeds-mediterranean-grill-houston-3,1100,1100,1100,1100,1100,1100,1200,2100,2100,2100,2100,2100,2100,1800
maclanes-cafe-houston,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2100,2100,2100
just-dinner-houston-2,,1800,1800,1800,1800,1800,,,2100,2100,2100,2130,2130,
le-pams-house-of-creole-houston,,1100,1100,1100,1100,1100,1100,,1900,1900,1900,2000,1800,1600
banh-mi-etc-houston,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2100,2100,
surya-india-houston,,1700,1700,1700,1700,1700,1130,,2145,2145,2145,2145,2145,1400
island-sizzler-jamaican-rum-bar-and-grill-houston,1100,1100,1100,1100,1100,1100,1100,2300,2300,2300,2300,0200,0200,2300
brenners-steakhouse-on-the-bayou-houston,1700,1700,1700,1700,1700,1700,1600,2130,2130,2130,2130,2230,2230,2100
noodles-and-company-houston-2,1030,1030,1030,1030,1030,1030,1030,1700,1700,1700,1700,2000,2000,1700
midtown-grill-houston,1100,1100,1100,1100,1100,1200,,1900,1900,1900,1900,1900,1800,
reggae-hut-houston,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2100,2100,1600
la-macro-houston-7,,1600,1600,1600,1600,1600,,,0000,0000,0000,0100,0100,
huynh-restaurant-houston,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2200,2200,
a-little-seoul-houston-2,1100,,1100,1100,1100,1100,1100,2100,,2100,2100,2100,2100,2100
house-of-pies-houston-4,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000,0000
shepherd-park-draught-house-houston,1100,1100,1100,1100,1100,1000,1000,0000,0000,0000,0000,0100,0100,0000
two-brothers-smokin-oak-kitchen-houston-2,,,1100,1100,1100,1100,,,,2000,2000,2000,2100,
treebeards-houston,1100,1100,1100,1100,1100,,,1430,1430,1430,1430,1430,,
mias-table-houston,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2100,2100,2100
double-apple-grill-houston-3,1100,1100,1100,1100,1100,1100,1100,0200,0200,0200,0200,0400,0400,0200
asahi-sushi-houston,,1100,1100,1100,1100,1100,1200,,2130,2130,2130,2200,2200,2130
hanz-diner-houston,0600,0600,0600,0600,0600,0700,0700,1500,1500,1500,1500,1500,1600,1600
pappas-burger-houston-3,0700,0700,0700,0700,0700,0700,0700,2100,2100,2100,2100,2100,2100,2100
pampa-grill-and-market-houston-2,,1100,1100,1100,1100,1200,1200,,1530,1530,2130,2130,2130,1730
dona-maria-houston,,0700,0700,0700,0700,0730,0730,,1300,1330,1330,1330,1330,1330
luna-pizzeria-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
aroy-dee-thai-cuisine-houston,1100,1100,1100,1100,1100,,1200,2100,2100,2100,2100,2100,,2100
taste-of-the-caribbean-houston,,,1030,1030,1030,1030,1030,,,2000,2000,2000,2000,1600
the-barking-pig-houston,1100,1100,1100,1100,1100,1100,1100,0000,0000,0000,0000,0200,0200,0000
hops-meet-barley-houston,1100,1100,1100,1100,1100,1100,1100,0200,0200,0200,0200,0200,0200,0200
nee-hao-restaurant-houston,1100,1100,1100,1100,1100,1100,,2000,2000,2000,2000,2000,2000,
seasons-52-houston-2,1100,1100,1100,1100,1100,1100,1000,2200,2200,2200,2200,2300,2300,2100
masraffs-houston,1100,1100,1100,1100,1100,1800,,2130,2130,2130,2130,2200,2200,
pho-hai-houston,0800,0800,,0800,0800,0800,0800,2000,2000,,2000,2000,2000,2000
bcn-taste-and-tradition-houston,,1730,1730,1730,1700,1700,,,2200,2200,2200,2230,2230,
fajitas-a-go-go-houston,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,2100
mia-bella-trattoria-houston-14,1100,1100,1100,1100,1100,1100,1000,2200,2200,2200,2200,2300,2300,2200
pappasitos-cantina-houston-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
fresh-off-the-bowl-houston,,1100,1100,1100,1100,1100,1200,,2100,2100,2100,2100,2100,2000
potente-houston,1700,1700,1700,1700,1700,1700,,2200,2200,2200,2200,2300,2300,
jonathans-the-rub-houston,1730,1730,1730,1730,1730,1700,,2130,2130,2130,2130,2130,2200,
bovine-and-barley-houston,1500,1500,1500,1500,1500,1100,1100,0000,0000,0000,0200,0200,0200,0000
calliopes-houston,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2200,2200,
the-branch-houston-2,1500,1500,1500,1500,1500,1100,1100,0000,0000,0000,0200,0200,0200,0000
carriage-house-café-houston-2,,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2200,2200,1500
happy-fatz-houston,,0800,0800,0800,0800,0800,0800,,2100,2100,2100,2200,2200,2100
bonfire-wings-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
franks-grill-houston,0500,0500,0500,0500,0500,0500,0700,1430,1430,1430,1430,1430,1430,1430
pappas-seafood-house-houston-5,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
hs-green-houston-4,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2100,2100,
zydeco-louisiana-diner-houston,1100,1700,1700,1700,1700,1700,,1400,2100,2100,2100,2100,2100,
the-pupusa-bar-houston,0900,0900,0900,0900,0900,0900,,1600,1600,1600,1600,1600,1400,
little-bigs-houston-6,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2300,0000,0000,2200
mf-sushi-houston-2,1730,1730,1730,1730,1730,1730,1700,2230,2230,2230,2230,2300,2300,2200
the-union-kitchen-houston,1100,1100,1100,1100,1000,1000,1000,2200,2200,2200,2200,2200,2200,2100
korean-noodle-house-houston-4,1100,1100,,1100,1100,1100,1100,2100,2100,,2100,2100,2100,2000
best-soul-food-in-town-houston-2,,1200,1200,1200,1200,1200,1200,,1900,2100,2100,2100,2100,2000
el-greco-kitchen-and-grill-houston-3,1000,1000,1000,1000,1000,1000,,2030,2030,2030,2030,2030,1900,
the-crawfish-pot-and-oyster-bar-houston-7,1200,1200,1200,1200,1200,1200,1200,2200,2200,2200,2200,2300,2300,2200
hugos-houston,1100,1100,1100,1100,1100,1100,1000,2200,2200,2200,2200,2300,2300,2100
taqueria-del-sol-houston,0700,0700,0700,0700,0700,0700,0700,0000,0000,0000,0000,0300,1500,0000
sonora-tacos-and-hotdogs-houston,0700,0700,0700,0700,0700,0700,1000,2300,2300,2300,2300,2300,0000,2200
reef-houston,1100,1100,1100,1100,1100,1700,,2200,2200,2200,2200,2300,2300,
gusto-gourmet-houston,0900,0900,0900,0900,0900,0900,1000,1900,1900,1900,2100,2100,2100,1400
lucky-palace-korean-restaurant-houston,1700,,1700,1700,1100,1100,1100,2200,,2200,2200,2230,2230,2200
esthers-cajun-cafe-and-soul-food-houston,1100,1100,1100,1100,1100,1100,1100,2000,2000,2000,2000,2000,2000,1930
melange-creperie-houston,1100,1100,1100,1100,1100,1100,1100,0000,0000,0000,0000,0300,0300,2200
fusion-taco-houston-3,1100,1100,1100,1100,1100,1100,1100,2100,2200,2200,2200,2300,2300,2100
your-pie-houston,1100,1100,1100,1100,1100,1200,1200,2100,2100,2100,2100,2300,2300,2100
simply-viet-houston-2,0900,0900,0900,0900,0900,1000,,1900,1900,1900,1900,1900,1900,
rio-verdence-houston,0700,0700,0700,0700,0700,0700,0700,1600,1600,1600,1600,1600,1600,1600
bellagreen-houston-3,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
cafe-lili-houston-2,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,1600
the-original-ninfas-on-navigation-houston-3,1100,1100,1100,1100,1100,1000,1000,2200,2200,2200,2200,2300,2300,2200
local-foods-houston-2,1000,1000,1000,1000,1000,1000,1000,2100,2100,2100,2100,2100,2100,2100
gorditas-aguascalientes-houston-2,0700,0700,0700,0700,0700,0700,0700,0300,0300,0300,0300,0400,0400,0400
treebeards-houston-3,1100,1100,1100,1100,1100,,,1430,1430,1430,1430,1430,,
satay-malaysian-restaurant-houston-3,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
afandim-uyghur-restaurant-houston-3,,1700,1700,1700,1700,1700,1700,,2100,2100,2100,2100,2100,2100
the-halal-guys-houston,1030,1030,1030,1030,1030,1100,1100,2300,2300,2300,0000,0400,0400,2300
pdq-houston,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,2200,2200,2200
perry-and-sons-market-and-grille-houston-2,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2200,2200,2000
pho-le-houston-2,1000,1000,1000,1000,1000,1000,,2100,2100,2100,2100,2100,2100,
cane-rosso-houston,1700,1700,1700,1700,1700,1100,1100,2200,2200,2200,2200,2300,2300,2100
bombay-pizza-houston,1030,1030,1030,1030,1030,1200,1200,2200,2200,2200,2200,2300,2300,2100
bo-ne-by-e-t-houston-2,1000,1000,1000,1000,1000,1000,1000,1800,1800,1800,1800,1800,1800,1800
myung-dong-restaurant-houston-2,,1130,1130,1130,1130,1130,,,2100,2100,2100,2100,2100,
biskit-junkie-houston-2,0900,0900,0900,0900,0900,0900,0900,1400,1400,1400,1400,1400,1400,1400
houstons-restaurant-houston-3,1100,1100,1100,1100,1100,1130,1100,2130,2130,2130,2130,2200,2200,2130
pax-americana-houston,,1700,1700,1700,1700,1700,1700,,2200,2200,2200,2300,2300,2100
cafe-adel-houston-2,1000,1000,1000,1000,1000,1000,,1500,2000,2000,2000,2100,2100,
san-dong-noodle-house-houston,,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2100,2100
balls-out-burger-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
afghan-express-houston,1130,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
best-made-hamburgers-houston,1000,1000,1000,1000,1000,1000,1000,2000,2000,2000,2000,2000,2000,1700
hokkaido-japanese-restaurant-houston,,1700,1700,1700,1700,1700,1700,,2130,2130,2130,2130,2130,2130
kuen-noodle-house-houston-3,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2130,2130,2100
luna-y-sol-mexican-grill-houston,,1100,1100,1100,1100,0900,0900,,2100,2100,2100,2200,2200,1500
pappa-genos-steak-and-cheese-houston-2,1100,1100,1100,1100,1100,1100,,2200,2200,2200,2200,2200,2200,
los-cocos-restaurant-houston,0800,0800,0800,0800,0800,0700,0700,2100,2100,2100,2100,2100,2200,2000
les-baget-vietnamese-café-houston-3,,1100,1100,1100,1100,1100,1100,,2100,2100,2100,2100,2100,2100
captain-bennys-half-shell-oyster-bar-houston,1100,1100,1100,1100,1100,1100,1200,2200,2200,2200,2200,2300,2300,2200
wild-kitchen-houston,1100,1100,1100,1100,1100,1100,,2000,2000,2000,2000,2030,2030,
punta-cana-caribbean-restaurant-houston,,1130,1130,1130,1130,1130,1130,,2000,2000,2000,2100,2100,1900
good-dog-houston-3,,1100,1100,1100,1100,1100,1100,,2300,2300,2300,2300,2300,2300
pho-houston-houston,1000,1000,1000,1000,1000,1000,,1800,1800,1800,1800,1800,1800,
the-toasted-yolk-cafe-houston,0700,0700,0700,0700,0700,0700,0700,1500,1500,1500,1500,1500,1500,1500
baby-barnabys-café-houston-2,0700,0700,0700,0700,0700,0800,0800,1200,1200,1200,1200,1200,1400,1400
la-table-houston-3,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,1500
istanbul-grill-houston,,1100,1100,1100,1100,1100,1100,,2200,2200,2200,2230,2230,2200
son-nam-restaurant-houston,1000,1000,1000,1000,1000,1000,1000,2200,2200,2200,2200,2200,2200,2200
la-fresca-pizza-houston-3,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
nosh-houston-2,0700,0700,0700,0700,0700,,,1530,1530,1530,1530,1430,,
tacos-el-gato-houston,1900,1900,1900,1900,1900,1900,,0200,0200,0200,0300,0400,0400,
liberty-kitchen-at-the-treehouse-houston-2,1100,1100,1100,1100,1100,1000,1000,2200,2200,2200,2200,2300,2300,2100
down-the-street-houston,1400,1400,1400,1400,1200,0900,0900,0000,0000,0000,0200,0200,0200,0000
pinkertons-barbecue-houston-2,,,1100,1100,1100,1100,1100,,,2100,2100,0000,0000,2100
pizzinis-italian-restaurant-houston,1100,1100,1100,1100,1100,,,2130,2130,2130,2130,2130,,
xiongs-café-houston-3,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
barnabys-cafe-houston-3,1000,1000,1000,1000,1000,1000,1000,2200,2200,2200,2200,2200,2200,2200
xin-jiang-bbq-houston,1700,,1700,1700,1700,1200,1200,0000,,0000,0000,0000,0000,2200
winbern-mess-hall-houston,,1100,1100,1100,1100,1100,,,2200,2200,2200,0000,0000,
taqueria-los-reyes-houston-3,0600,0600,0600,0600,0600,0600,0800,2200,2200,2200,2200,2200,2200,2200
dizzy-kaktus-houston,1000,1000,1000,1000,1000,1100,1100,2200,2200,2200,2200,0300,0300,2200
good-eats-houston-3,0600,0600,0600,0600,0600,0600,0600,2300,2300,2300,2300,2300,2300,2300
grindhouse-houston,0530,0530,0530,0530,0530,0530,,1330,1330,1330,1330,1330,1330,
joes-cafe-houston,1030,1030,1030,1030,1030,1030,1030,2200,2200,2200,2200,0000,0000,0000
boudreauxs-cajun-kitchen-houston-8,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
roka-akor-houston-houston-3,1630,1630,1630,1630,1630,1630,1630,2300,2300,2300,2300,2300,2300,2300
la-calle-tacos-houston,0700,0700,0700,0700,0700,0900,0900,2200,2200,2200,0300,0300,0300,2200
da-marco-houston,,1730,1730,1730,1730,1730,,,2200,2200,2200,2200,2200,
the-devine-affair-houston,,1100,1100,1100,1100,1700,,,2100,2100,2100,2130,2130,
sushi-miyagi-houston,,1200,1200,1200,1400,,,,1800,1800,1800,1800,,
shawarma-stop-houston-4,1000,1000,1000,1000,1000,1000,1800,0100,0100,0100,0100,0100,0100,0100
brother-in-laws-bar-b-que-houston,1100,1100,1100,1100,1100,1100,,2000,2000,2000,2000,2000,2000,
k-and-s-seafood-bar-and-grill-houston,1100,1100,1100,1100,1100,1100,,2000,2000,2000,2000,2000,2000,
jimmy-gs-houston-2,1100,1100,1100,1100,1100,1200,1200,2200,2200,2200,2200,2200,2200,2200
torchys-tacos-houston-10,0700,0700,0700,0700,0700,0800,0800,2200,2200,2200,2200,2300,2300,2300
atlas-pub-houston-2,1600,1600,1600,1600,1600,1100,1100,0200,0200,0200,0200,0200,0200,0200
avesta-persian-grill-houston-4,1100,1100,1100,1100,1100,1100,1130,2200,2200,2200,2200,2300,2300,2200
niko-nikos-greek-and-american-cafe-houston,1000,1000,1000,1000,1000,1000,1000,2200,2200,2200,2200,2300,2300,2100
down-house-houston,0900,0900,0900,0900,0900,0900,0900,2200,2200,2200,2200,2300,2300,2300
china-101-express-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
alice-blue-houston,1600,1600,1500,1500,1500,1000,1000,2100,2200,2200,2200,2230,2230,2100
okome-don-houston-2,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2100,2100,2100
fainmous-bbq-houston,,,1100,1100,1100,1100,,,,2000,2000,2000,2000,
osaka-japanese-steakhouse-houston,1100,1100,1100,1100,1100,1130,1200,2200,2200,2200,2200,2300,2300,2200
pasha-houston-3,,1100,1100,1100,1100,1100,1100,,2200,2200,2200,2300,2300,2200
wokker-food-truck-houston-2,1700,1700,1700,1700,1700,0000,,2200,2200,2200,2200,0000,0000,
doux-cafe-houston,0700,0700,0700,0700,0700,0900,1000,2100,2100,2100,2100,2200,2200,2000
saldivias-south-american-grill-houston-2,1700,1700,1700,1700,1700,1700,,2100,2100,2100,2100,2200,2200,
el-burro-and-the-bull-houston,1100,1100,1100,1100,1100,1100,1100,0000,0000,0000,0200,0300,0300,0000
pi-pizza-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
luna-pizzeria-houston-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
yia-yia-marys-hobby-airport-houston-3,0900,0900,0900,0900,0900,0900,0700,2100,2100,2100,2100,2100,2000,2100
hunan-bistro-houston-2,1000,1000,1000,1000,1000,1000,1000,2200,2200,2200,2200,2230,2230,2230
boil-house-houston,,,1500,1500,1500,1200,1200,,,1900,1900,1900,1800,1800
palomo-pit-bbq-houston,,,,1800,,1500,,,,,2300,,2200,
shake-shack-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
bbs-cafe-houston-3,1100,1100,1100,1100,1100,1100,1100,0000,0000,0000,0000,0200,0200,0000
b-and-b-butchers-and-restaurant-houston-4,1100,1100,1100,1100,1100,1100,1100,2300,2300,2300,0000,0000,0000,2200
3-bros-kabab-house-houston,1100,1100,1100,1100,1400,1100,1100,2200,2200,2200,2200,2200,2200,2200
abu-omar-halal-houston-3,1100,1100,1100,1100,1100,1100,1100,0500,0500,0500,0500,0500,0500,0500
luchi-and-joeys-houston-4,0630,0630,0630,0630,0630,0630,,2030,2030,2030,2030,2030,2030,
the-boot-houston,,1100,1100,1100,1100,1100,1100,,0000,0000,0000,0000,0000,2200
chef-liu-restaurant-houston,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2130,2130,2130
pappas-seafood-house-houston-6,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
the-brisket-house-houston-2,1100,1100,1100,1100,1100,1100,1100,2100,2100,2100,2100,2100,2100,2100
franks-pizza-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,0100,0300,0300,2200
hong-kongs-cafe-houston,1000,,1000,1000,1000,1000,1000,2100,,2100,2100,2100,2100,2100
tortoni-pasta-pizza-vino-houston-6,,1630,1630,1630,1630,1700,1200,,2100,2100,2100,2100,2100,2000
georges-pizza-and-italian-cuisine-houston,1030,1030,1030,1030,1030,1030,,2100,2100,2100,2100,2100,2100,
telwink-grill-houston,0600,0600,0600,0600,0600,0600,0700,1530,1530,1530,1530,1530,1500,1400
acai-brasil-houston-3,1000,1000,1000,1000,1000,1000,,1900,1900,1900,1900,1900,1900,
classic-burger-houston,1000,1000,1000,1000,1000,0900,1000,2100,2100,2100,2100,2100,2100,2100
pappasitos-cantina-houston-33,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2200
park-grill-houston,0700,0700,0700,0700,0700,,,1500,1500,1500,1500,1500,,
houstons-famous-deli-houston,1000,1000,1000,1000,1000,1000,,1500,1500,1500,1500,1500,1700,
el-tiempo-cantina-navigation-houston-2,1100,1100,1100,1100,1100,0900,0900,2200,2200,2200,2200,2200,2300,2200
pinks-pizza-houston-6,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2200,2200,2200
taco-palenque-houston-houston,0700,0700,0700,0700,0700,0700,0700,0200,0200,0200,0200,0300,0300,0200
hang-xanh-sandwiches-and-boba-tea-zone-houston,0800,0800,0800,0800,0800,0800,0800,1800,1800,1800,1800,1800,1800,1500
the-union-kitchen-houston-3,1100,1100,1100,1100,1100,1000,1000,2200,2200,2200,2200,2300,2300,2100
pho-binh-59-south-houston,1000,1000,1000,1000,1000,1000,1000,2000,2000,2000,2000,2000,2000,1600
the-pass-houston-6,,1800,1800,1800,1800,1800,,,0000,0000,0000,0000,0000,
los-meros-tacos-y-su-trompo-tribalero-houston,1400,1400,1400,1000,1000,1000,1000,0000,0000,0000,0100,0100,0100,0100
cool-runnings-jamaican-grill-houston,0800,0800,0800,0800,0800,0800,1100,2200,2200,2200,2200,0000,0230,2300
jonjons-hot-dog-houston-2,,,,2000,2000,2000,,,,,0230,0300,0300,
ramen-fun-houston-2,1700,1700,1700,1700,1700,1700,1700,2200,2200,2200,2200,2200,2200,2200
la-original-lupitas-restaurant-houston,,0700,0700,0700,0700,0700,0700,,1900,1900,1900,1900,1900,1900
the-flat-houston,1600,1600,1600,1600,1600,1600,1600,0200,0200,0200,0200,0200,0200,0200
chicken-plus-houston-2,1100,1100,1100,1100,1100,1100,1200,2100,2100,2100,2100,2300,2200,1800
bistecca-houston,1700,1700,1700,1700,1700,1700,,2200,2200,2200,2200,2300,2300,
ko-bob-houston-2,1100,1100,1100,1100,1100,1100,,2000,2000,2000,2000,2000,2000,
tacos-tec-lo-mejor-de-monterrey-houston,0800,0800,0800,0800,0800,0800,0800,0000,0000,0000,0300,0300,0300,0000
new-york-coffee-shop-houston,0600,0600,0600,0600,0600,0600,0600,1500,1530,1530,1530,1530,1530,1530
tiger-den-houston,,1700,1700,1700,1700,1700,1700,,2300,2300,2300,0000,0000,2300
kenny-and-ziggys-new-york-delicatessen-houston,0700,0700,0700,0700,0900,0800,0800,2100,2100,2100,2100,2200,2200,2100
hubcap-grill-houston,1100,1100,1100,1100,1100,1100,,1500,1500,1500,1500,1500,1500,
dögarz-döner-houston-2,1000,1000,1000,1000,1000,1000,1000,2100,2100,2100,2100,2200,2200,2100
jarro-cafe-houston-5,0800,0800,0800,0800,0800,0800,,2000,2000,2000,2000,2000,2000,
pappas-bros-steakhouse-houston,1600,1600,1600,1600,1600,1600,,2200,2200,2200,2200,2300,2300,
empire-cafe-houston,0730,0730,0730,0730,0730,0730,0730,2200,2200,2200,2200,2300,2300,2200
cues-burgers-and-more-houston,0500,0500,0500,0500,0500,0500,0600,1400,1400,2000,2000,2000,2000,1400
the-caddy-shack-houston,,1100,1100,1100,1100,1100,1100,,2230,2230,2230,0100,0100,2230
saltgrass-steak-house-houston-7,1100,1100,1100,1100,1100,1100,1100,2130,2130,2130,2130,2230,2230,2130
punks-simple-southern-food-houston,,1100,1100,1100,1100,1100,1000,,2200,2200,2200,2300,2300,2100
treebeards-houston-4,1100,1100,1100,1100,1100,,,1400,1400,1400,1400,1400,,
pappa-charlies-barbeque-houston,,1130,1130,1130,1130,1130,1130,,2000,2000,2000,2000,2000,1800
goode-company-seafood-houston-2,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2230,2230,2100
hughies-heights-houston,1100,1100,1100,1100,1100,1100,,2200,2200,2200,2200,0000,2300,
songkran-thai-kitchen-houston,1100,1100,1100,1100,1100,1100,1100,2200,2200,2200,2200,2300,2300,2000
beer-market-midtown-houston-3,1100,1100,1100,1100,1100,1030,1030,0200,0200,0200,0200,0200,0200,0200
