Restaurant_id,Category
peppers-cocina-bryan,tex-mex
mondo-subs-at-the-underground-food-court-college-station,sandwiches
mondo-subs-at-the-underground-food-court-college-station,food_court
papa-johns-pizza-college-station-2,pizza
wingsn-more-the-party-room-college-station,newamerican
ce-tti-building-college-station,collegeuniv
ce-tti-building-college-station,cafes
biochemistry-and-biophysics-college-station,food_court
biochemistry-and-biophysics-college-station,collegeuniv
eted-sidewalk-cafe-college-station,foodstands
popeyes-louisiana-kitchen-bryan,hotdogs
popeyes-louisiana-kitchen-bryan,chicken_wings
maggies-taqueria-bryan,mexican
t-garden-cafe-tea-garden-and-wine-patio-bryan,restaurants
little-caesars-pizza-college-station-2,pizza
pepes-mexican-cafe-bryan,mexican
pepes-mexican-cafe-bryan,tex-mex
mr-gs-pizzeria-bryan,pizza
hungry-howies-pizza-bryan,pizza
must-be-heaven-bryan-2,desserts
must-be-heaven-bryan-2,sandwiches
snowie-college-station,foodstands
kolache-capital-bryan,czech
kolache-capital-bryan,bakeries
stover-cafe-express-college-station,cafeteria
stover-cafe-express-college-station,tradamerican
stover-cafe-express-college-station,cafes
sichuan-bistro-college-station,chinese
brazos-cafe-bryan,cafeteria
brazos-cafe-bryan,cafes
pizza-hut-college-station-2,pizza
pizza-hut-college-station-2,italian
pizza-hut-college-station-2,chicken_wings
la-familia-taqueria-bryan,mexican
sidewalk-cafe-college-station-2,food
sidewalk-cafe-college-station-2,foodstands
casa-rodriguez-restaurant-bryan,mexican
pizza-hut-express-college-station-2,hotdogs
la-botana-mexican-restaurant-bryan-2,mexican
backstage-bistro-bryan-2,wine_bars
backstage-bistro-bryan-2,cafes
backstage-bistro-bryan-2,burgers
el-leoncito-taco-truck-college-station,foodtrucks
el-leoncito-taco-truck-college-station,mexican
nestle-toll-house-cafe-by-chip-college-station,bakeries
nestle-toll-house-cafe-by-chip-college-station,desserts
nestle-toll-house-cafe-by-chip-college-station,cafes
taco-casa-bryan,tex-mex
taco-casa-bryan,hotdogs
readfield-meats-and-freezer-service-bryan,meats
readfield-meats-and-freezer-service-bryan,delis
mcdonalds-college-station-4,hotdogs
mcdonalds-college-station-4,burgers
casa-ole-bryan,mexican
cilantro-mexican-grill-bryan,mexican
cilantro-mexican-grill-bryan,diners
franks-country-store-bryan,burgers
los-cucos-mexican-cafe-bryan-bryan-2,tex-mex
los-cucos-mexican-cafe-bryan-bryan-2,mexican
los-cucos-mexican-cafe-bryan-bryan-2,seafood
margies-bar-and-grill-bryan,bars
margies-bar-and-grill-bryan,burgers
rojos-taqueria-bryan,mexican
rojos-taqueria-bryan,breakfast_brunch
taco-bell-tower-point-college-station-2,hotdogs
cicis-college-station,pizza
la-reina-del-sur-tacos-truck-bryan,streetvendors
la-reina-del-sur-tacos-truck-bryan,mexican
la-reina-del-sur-tacos-truck-bryan,foodtrucks
the-market-bistro-bryan,burgers
shanghai-wok-bryan,chinese
laredo-taco-company-bryan,mexican
c-and-j-barbeque-bryan,bbq
norms-smokewagon-pit-bbq-bryan,bbq
norms-smokewagon-pit-bbq-bryan,foodtrucks
doubledaves-pizzaworks-bryan,pizza
subway-bryan,sandwiches
subway-bryan,hotdogs
hot-dogs-and-wings-etc-bryan,hotdog
hot-dogs-and-wings-etc-bryan,burgers
hot-dogs-and-wings-etc-bryan,tradamerican
ihop-bryan,breakfast_brunch
ihop-bryan,tradamerican
coco-loco-bryan,mexican
subway-college-station-3,sandwiches
subway-college-station-3,hotdogs
buppys-bryan,buffets
mcdonalds-bryan-6,burgers
mcdonalds-bryan-6,hotdogs
chicken-express-bryan,chicken_wings
el-taconazo-taco-truck-bryan,mexican
el-taconazo-taco-truck-bryan,foodstands
el-taconazo-taco-truck-bryan,importedfood
taquerias-arandas-16-bryan,mexican
taquerias-arandas-16-bryan,breakfast_brunch
whataburger-bryan,hotdogs
whataburger-bryan,burgers
whataburger-bryan,tradamerican
panda-express-bryan-2,chinese
panda-express-bryan-2,hotdogs
panda-express-bryan-2,bubbletea
las-mexicanas-taqueria-bryan,foodstands
las-mexicanas-taqueria-bryan,mexican
bcs-fish-and-ribs-drive-inn-bryan,soulfood
ms-helens-cafe-bryan,soulfood
ms-helens-cafe-bryan,desserts
el-taconazo-wellborn,mexican
long-john-silvers-bryan,seafood
long-john-silvers-bryan,hotdogs
dominos-pizza-bryan,pizza
dominos-pizza-bryan,chicken_wings
dominos-pizza-bryan,sandwiches
pizza-hut-bryan-6,pizza
pizza-hut-bryan-6,italian
pizza-hut-bryan-6,chicken_wings
donald-donuts-bryan-2,donuts
donald-donuts-bryan-2,breakfast_brunch
cicis-bryan,pizza
jrs-grill-bryan,tradamerican
taco-bell-bryan-4,mexican
taco-bell-bryan-4,tex-mex
taco-bell-bryan-4,hotdogs
restaurant-san-jose-bryan,mexican
kfc-bryan,hotdogs
kfc-bryan,chicken_wings
la-espiga-dorada-bakery-bryan,mexican
la-espiga-dorada-bakery-bryan,bakeries
los-dos-laredos-taqueria-bryan,foodtrucks
los-dos-laredos-taqueria-bryan,mexican
elys-tacos-bryan,mexican
taqueria-puro-potosino-ii-bryan,mexican
taqueria-puro-potosino-ii-bryan,foodtrucks
fast-break-tacos-and-more-bryan,mexican
dairy-queen-bryan-3,hotdogs
dairy-queen-bryan-3,icecream
pizza-hut-bryan-3,pizza
pizza-hut-bryan-3,italian
pizza-hut-bryan-3,chicken_wings
antojitos-mexicanos-el-nopalito-bryan,mexican
china-wok-express-bryan,chinese
taqueria-san-luis-bryan,mexican
subway-bryan-5,sandwiches
subway-bryan-5,hotdogs
sonic-bryan,hotdogs
bellons-kung-pao-express-bryan,asianfusion
jack-in-the-box-bryan,hotdogs
taqueria-la-perla-bryan,mexican
roberts-taqueria-bryan,tex-mex
mcdonalds-bryan-2,burgers
mcdonalds-bryan-2,hotdogs
subway-bryan-11,sandwiches
subway-bryan-11,hotdogs
whataburger-bryan-2,burgers
whataburger-bryan-2,hotdogs
whataburger-bryan-2,tradamerican
mcdonalds-bryan-5,hotdogs
mcdonalds-bryan-5,burgers
subway-bryan-8,sandwiches
subway-bryan-8,hotdogs
taco-bell-bryan-2,mexican
taco-bell-bryan-2,hotdogs
taco-bell-bryan-2,tex-mex
disciples-cafe-bryan,tradamerican
little-caesars-pizza-bryan-4,pizza
taco-cabana-bryan-2,mexican
subway-bryan-13,sandwiches
subway-bryan-13,hotdogs
taqueria-romero-bryan,mexican
cafe-bistro-bryan,burgers
cafe-bistro-bryan,tradamerican
amigos-taqueria-bryan,mexican
la-michoacana-taqueria-bryan,mexican
la-michoacana-taqueria-bryan,vegetarian
la-michoacana-taqueria-bryan,latin
tienda-mi-ranchito-taqueria-bryan,mexican
wings-n-more-express-bryan-2,chicken_wings
wings-n-more-express-bryan-2,salad
red-lobster-bryan,seafood
mcdonalds-bryan-3,burgers
mcdonalds-bryan-3,hotdogs
taqueria-esmeraldas-bryan,mexican
el-pollo-caliente-bryan,restaurants
popeyes-louisiana-kitchen-bryan-3,chicken_wings
popeyes-louisiana-kitchen-bryan-3,hotdogs
little-caesars-pizza-bryan-2,pizza
hillcrest-grocery-taqueria-bryan,mexican
taqueria-regiomontana-bryan-2,foodstands
jack-in-the-box-bryan-2,hotdogs
taqueria-las-mexicanas-truck-bryan,streetvendors
taqueria-las-mexicanas-truck-bryan,mexican
taqueria-las-mexicanas-truck-bryan,foodstands
subway-bryan-7,sandwiches
subway-bryan-7,hotdogs
la-jefa-taqueria-bryan,mexican
la-jefa-taqueria-bryan,convenience
mcdonalds-bryan,hotdogs
mcdonalds-bryan,burgers
el-cowboy-taco-ntento-bryan,mexican
wendys-bryan,burgers
wendys-bryan,hotdogs
burger-king-bryan-3,hotdogs
burger-king-bryan-3,burgers
sonic-drive-in-bryan,hotdogs
seafood-house-bryan,seafood
taqueria-mexico-bryan-2,mexican
dairy-queen-bryan-5,hotdogs
dairy-queen-bryan-5,icecream
taqueria-el-nopalito-bryan,mexican
bubbas-bar-and-bbq-bryan,bbq
churchs-chicken-bryan-2,hotdogs
dairy-queen-bryan-4,hotdogs
dairy-queen-bryan-4,icecream
subway-bryan-6,hotdogs
subway-bryan-6,sandwiches
pollo-el-mexicano-bryan,mexican
krazy-q-and-dr-sno-kone-bryan,shavedice
krazy-q-and-dr-sno-kone-bryan,bbq
wings-and-more-bryan-3,chicken_wings
pollo-el-mexicano-taqueria-bryan,mexican
field-and-tides-houston-2,southern
field-and-tides-houston-2,newamerican
field-and-tides-houston-2,seafood
ritual-houston,southern
ritual-houston,butcher
ritual-houston,newamerican
kitchen-713-houston-3,southern
kitchen-713-houston-3,newamerican
kitchen-713-houston-3,bars
ono-poke-houston-2,poke
ono-poke-houston-2,hawaiian
ono-poke-houston-2,seafood
edison-houston,newamerican
edison-houston,bars
edison-houston,gastropubs
the-pit-room-houston,bbq
nobies-houston-2,newamerican
nobies-houston-2,tapasmallplates
nobies-houston-2,tradamerican
roostar-vietnamese-grill-houston-3,vietnamese
roostar-vietnamese-grill-houston-3,sandwiches
kings-bierhaus-houston-2,german
kings-bierhaus-houston-2,newamerican
kings-bierhaus-houston-2,beerbar
liberty-taco-houston-2,tacos
liberty-taco-houston-2,seafood
liberty-taco-houston-2,breakfast_brunch
cabo-baja-tacos-and-burritos-houston-3,mexican
hearsay-gastro-lounge-houston,newamerican
hearsay-gastro-lounge-houston,gastropubs
hearsay-gastro-lounge-houston,cocktailbars
urban-eats-houston-2,bars
urban-eats-houston-2,newamerican
helen-in-the-heights-houston,greek
helen-in-the-heights-houston,wine_bars
pinch-seafood-and-bar-houston,bars
pinch-seafood-and-bar-houston,seafood
pinch-seafood-and-bar-houston,southern
fabios-artisan-pasta-houston,italian
fabios-artisan-pasta-houston,pastashops
fabios-artisan-pasta-houston,desserts
roost-houston,newamerican
the-rice-box-houston-5,chinese
bar-5015-houston,bars
bar-5015-houston,tradamerican
thai-gourmet-houston,thai
krisp-bird-and-batter-houston,southern
krisp-bird-and-batter-houston,chickenshop
krisp-bird-and-batter-houston,waffles
dish-society-houston,tradamerican
dish-society-houston,breakfast_brunch
dish-society-houston,newamerican
local-pho-houston,vietnamese
local-pho-houston,soup
local-pho-houston,noodles
conservatory-houston-2,food_court
conservatory-houston-2,beergardens
yoyos-hot-dog-houston-14,hotdog
yoyos-hot-dog-houston-14,foodstands
state-fare-houston,southern
state-fare-houston,bars
state-fare-houston,tradamerican
presidio-houston,newamerican
presidio-houston,southern
presidio-houston,cocktailbars
the-moonshiners-southern-table-bar-houston-2,southern
the-moonshiners-southern-table-bar-houston-2,cocktailbars
the-moonshiners-southern-table-bar-houston-2,breakfast_brunch
5411-empanadas-houston-2,latin
5411-empanadas-houston-2,empanadas
5411-empanadas-houston-2,argentine
tacodeli-houston-4,tacos
tacodeli-houston-4,breakfast_brunch
tacodeli-houston-4,seafood
the-union-kitchen-houston-5,southern
the-union-kitchen-houston-5,newamerican
local-foods-houston,sandwiches
local-foods-houston,vegetarian
local-foods-houston,delis
swamp-city-houston,cajun
swamp-city-houston,seafood
swamp-city-houston,chicken_wings
t-bones-sports-pub-houston,sportsbars
t-bones-sports-pub-houston,tradamerican
fu-belly-asian-cuisine-and-bubble-tea-bar-houston-2,vietnamese
fu-belly-asian-cuisine-and-bubble-tea-bar-houston-2,chinese
fu-belly-asian-cuisine-and-bubble-tea-bar-houston-2,bubbletea
gumbo-jeauxs-houston,cajun
gumbo-jeauxs-houston,soup
gumbo-jeauxs-houston,sandwiches
hopdoddy-burger-bar-houston-3,burgers
hopdoddy-burger-bar-houston-3,cocktailbars
hopdoddy-burger-bar-houston-3,salad
star-fish-houston,seafood
star-fish-houston,salad
star-fish-houston,sandwiches
rehla-foods-houston,burgers
rehla-foods-houston,desserts
rehla-foods-houston,halal
gumbo-jeauxs-houston-2,cajun
gumbo-jeauxs-houston-2,soup
gumbo-jeauxs-houston-2,sandwiches
house-of-fries-houston,burgers
house-of-fries-houston,sandwiches
oporto-fooding-house-and-wine-houston,tapasmallplates
oporto-fooding-house-and-wine-houston,portuguese
oporto-fooding-house-and-wine-houston,wine_bars
rise-nº2-houston,desserts
rise-nº2-houston,french
rise-nº2-houston,wine_bars
southern-goods-houston,southern
southern-goods-houston,bars
killens-stq-houston,steak
killens-stq-houston,newamerican
graces-houston-3,tradamerican
graces-houston-3,breakfast_brunch
graces-houston-3,comfortfood
zen-japanese-izakaya-houston,izakaya
zen-japanese-izakaya-houston,sushi
peli-peli-kitchen-houston,southafrican
peli-peli-kitchen-houston,desserts
peli-peli-kitchen-houston,sandwiches
grotto-downtown-houston,italian
grotto-downtown-houston,wine_bars
grotto-downtown-houston,tapasmallplates
las-tortas-perronas-houston-8,mexican
las-tortas-perronas-houston-8,sandwiches
las-tortas-perronas-houston-8,juicebars
pokeology-houston,poke
pokeology-houston,hawaiian
barnabys-cafe-houston-12,tradamerican
barnabys-cafe-houston-12,wine_bars
fat-bao-houston,asianfusion
fat-bao-houston,ramen
seaside-poke-houston-5,poke
seaside-poke-houston-5,sushi
jinya-ramen-bar-houston-3,ramen
the-breakfast-klub-houston-2,breakfast_brunch
the-breakfast-klub-houston-2,southern
the-breakfast-klub-houston-2,soulfood
local-foods-houston-5,salad
local-foods-houston-5,sandwiches
local-foods-houston-5,delis
coltivare-houston,italian
coltivare-houston,vegetarian
coltivare-houston,pizza
mkt-bar-houston,newamerican
mkt-bar-houston,musicvenues
mkt-bar-houston,breakfast_brunch
state-of-grace-houston,southern
state-of-grace-houston,newamerican
state-of-grace-houston,seafood
akashi-fusion-asian-and-sushi-bar-houston,sushi
akashi-fusion-asian-and-sushi-bar-houston,chinese
akashi-fusion-asian-and-sushi-bar-houston,japanese
riel-houston,newamerican
riel-houston,french
riel-houston,ukrainian
patagonia-grill-and-cafe-houston-3,argentine
patagonia-grill-and-cafe-houston-3,seafood
patagonia-grill-and-cafe-houston-3,steak
velvet-taco-houston,mexican
hmart-houston,korean
hmart-houston,grocery
hmart-houston,seafoodmarkets
liberty-kitchen-and-oyster-bar-houston-2,newamerican
liberty-kitchen-and-oyster-bar-houston-2,seafood
liberty-kitchen-and-oyster-bar-houston-2,bars
provisions-houston,newamerican
provisions-houston,bars
bacco-houston,bars
bacco-houston,pizza
teriyaki-kitchen-houston,japanese
blonde-biscotti-houston-2,coffee
blonde-biscotti-houston-2,desserts
blonde-biscotti-houston-2,breakfast_brunch
crab-ave-houston-3,chicken_wings
crab-ave-houston-3,cajun
crab-ave-houston-3,seafood
snooze-an-a-m-eatery-houston,breakfast_brunch
peli-peli-houston-5,southafrican
peli-peli-houston-5,newamerican
peli-peli-houston-5,seafood
the-grove-houston,newamerican
fat-bao-houston-4,asianfusion
fat-bao-houston-4,sandwiches
north-italia-houston,pizza
north-italia-houston,italian
cou-yon-seafood-house-houston-2,seafood
cou-yon-seafood-house-houston-2,cajun
magas-cafe-houston,breakfast_brunch
magas-cafe-houston,burgers
magas-cafe-houston,sandwiches
la-fisheria-temp-closed-houston,seafood
la-fisheria-temp-closed-houston,mexican
la-fisheria-temp-closed-houston,cocktailbars
the-springbok-houston,southafrican
the-springbok-houston,gastropubs
the-springbok-houston,cocktailbars
roostar-vietnamese-grill-houston-2,vietnamese
roostar-vietnamese-grill-houston-2,sandwiches
roostar-vietnamese-grill-houston-2,vegetarian
habanera-and-the-gringo-houston-5,mexican
liberty-kitchen-garden-oaks-houston,newamerican
liberty-kitchen-garden-oaks-houston,seafood
stantons-city-bites-houston,burgers
stantons-city-bites-houston,tradamerican
stantons-city-bites-houston,bars
rim-tanon-houston-2,thai
the-kitchen-at-the-dunlavy-houston-3,newamerican
the-kitchen-at-the-dunlavy-houston-3,breakfast_brunch
the-kitchen-at-the-dunlavy-houston-3,sandwiches
ambrosia-houston,tapasmallplates
ambrosia-houston,asianfusion
tiny-boxwoods-houston,newamerican
pepper-twins-houston-4,szechuan
crisp-heights-houston,italian
crisp-heights-houston,wine_bars
yokushi-robata-houston,poke
yokushi-robata-houston,izakaya
yokushi-robata-houston,ramen
xochi-houston,mexican
xochi-houston,beer_and_wine
xochi-houston,breakfast_brunch
chapman-and-kirby-houston-2,gastropubs
chapman-and-kirby-houston-2,tradamerican
benjys-houston-3,lounges
benjys-houston-3,newamerican
true-food-kitchen-houston,newamerican
true-food-kitchen-houston,vegan
true-food-kitchen-houston,vegetarian
uyghur-bistro-houston,chinese
uyghur-bistro-houston,halal
uyghur-bistro-houston,mediterranean
bosscat-kitchen-and-libations-houston,comfortfood
bosscat-kitchen-and-libations-houston,whiskeybars
cafe-ginger-uptown-houston-3,asianfusion
cafe-ginger-uptown-houston-3,sushi
cafe-ginger-uptown-houston-3,chinese
mezza-grille-houston,newamerican
mezza-grille-houston,seafood
mezza-grille-houston,desserts
indieats-houston,indpak
calypto-burger-houston-2,burgers
izakaya-houston,poke
izakaya-houston,izakaya
izakaya-houston,ramen
local-foods-houston-4,salad
local-foods-houston-4,sandwiches
local-foods-houston-4,breakfast_brunch
harolds-houston-5,bars
harolds-houston-5,southern
harolds-houston-5,cajun
cowboys-and-indians-tex-in-kitchen-houston,indpak
cowboys-and-indians-tex-in-kitchen-houston,tradamerican
cowboys-and-indians-tex-in-kitchen-houston,comfortfood
perbacco-houston,italian
the-general-public-houston,newamerican
the-general-public-houston,bars
the-general-public-houston,breakfast_brunch
liberty-kitchen-and-oysterette-houston,newamerican
liberty-kitchen-and-oysterette-houston,seafood
liberty-kitchen-and-oysterette-houston,breakfast_brunch
izakaya-wa-houston,tapasmallplates
izakaya-wa-houston,sushi
izakaya-wa-houston,izakaya
house-of-bowls-houston,chinese
house-of-bowls-houston,hkcafe
house-of-bowls-houston,noodles
foreign-policy-food-truck-houston-19,foodtrucks
foreign-policy-food-truck-houston-19,korean
foreign-policy-food-truck-houston-19,greek
helen-ts-soul-food-cafe-houston,cafes
helen-ts-soul-food-cafe-houston,soulfood
m-and-m-grill-houston,mediterranean
m-and-m-grill-houston,mexican
m-and-m-grill-houston,burgers
city-acre-brewing-houston,breweries
city-acre-brewing-houston,tradamerican
city-acre-brewing-houston,breakfast_brunch
steak-48-houston-2,steak
steak-48-houston-2,seafood
che-inka-houston,peruvian
che-inka-houston,argentine
che-inka-houston,seafood
moku-bar-houston,poke
moku-bar-houston,asianfusion
moku-bar-houston,hawaiian
karbach-brewing-company-houston,breweries
karbach-brewing-company-houston,gastropubs
maba-pan-asian-diner-houston,asianfusion
maba-pan-asian-diner-houston,vietnamese
adair-kitchen-houston,newamerican
adair-kitchen-houston,breakfast_brunch
adair-kitchen-houston,juicebars
gumbo-jeauxs-houston-4,cajun
uchi-houston,sushi
uchi-houston,japanese
thai-jasmine-restaurant-houston,thai
helens-kitchen-houston,caribbean
south-bank-seafood-bar-houston,seafood
south-bank-seafood-bar-houston,cajun
south-bank-seafood-bar-houston,asianfusion
ramen-bar-ichi-houston,ramen
texas-shrimp-shack-houston,seafood
texas-shrimp-shack-houston,latin
texas-shrimp-shack-houston,mexican
simply-greek-houston-7,greek
simply-greek-houston-7,salad
crispy-or-grilled-houston,foodtrucks
crispy-or-grilled-houston,halal
crispy-or-grilled-houston,tacos
rachels-cafe-houston,tradamerican
rachels-cafe-houston,burgers
rachels-cafe-houston,sandwiches
backstreet-café-houston-2,newamerican
backstreet-café-houston-2,breakfast_brunch
prohibition-supperclub-and-bar-houston,cocktailbars
prohibition-supperclub-and-bar-houston,newamerican
prohibition-supperclub-and-bar-houston,theater
sabas-grill-and-wok-houston,kosher
sabas-grill-and-wok-houston,mideastern
sabas-grill-and-wok-houston,chinese
culichi-town-houston-11,sushi
culichi-town-houston-11,seafood
culichi-town-houston-11,mexican
love-buzz-houston-4,bars
love-buzz-houston-4,pizza
biryani-factory-houston-2,indpak
the-stuffed-baked-potato-factory-houston-2,newamerican
niu-yi-zui-lamen-houston,noodles
niu-yi-zui-lamen-houston,chinese
niu-yi-zui-lamen-houston,soup
qins-noodle-kitchen-houston,chinese
qins-noodle-kitchen-houston,noodles
ettas-little-cooking-school-houston,comfortfood
ettas-little-cooking-school-houston,cookingclasses
ettas-little-cooking-school-houston,eventplanning
ramen-tatsu-ya-houston,ramen
irmas-southwest-grill-houston,mexican
irmas-southwest-grill-houston,tex-mex
irmas-southwest-grill-houston,tradamerican
the-raven-grill-houston,newamerican
chef-on-the-run-houston,foodtrucks
chef-on-the-run-houston,halal
chef-on-the-run-houston,egyptian
caracol-houston,seafood
caracol-houston,mexican
caracol-houston,breakfast_brunch
las-palomas-mexican-restaurant-houston-8,mexican
super-chicken-houston,hotdogs
super-chicken-houston,sandwiches
super-chicken-houston,chickenshop
houstons-restaurant-houston-2,newamerican
houstons-restaurant-houston-2,steak
houstons-restaurant-houston-2,tradamerican
penjamo-el-grande-houston-2,mexican
the-hay-merchant-houston,beergardens
the-hay-merchant-houston,gastropubs
the-hay-merchant-houston,beerbar
weights-measures-houston-2,bakeries
weights-measures-houston-2,gastropubs
weights-measures-houston-2,newamerican
the-stuffed-baked-potato-factory-houston-3,bbq
the-stuffed-baked-potato-factory-houston-3,comfortfood
the-stuffed-baked-potato-factory-houston-3,sandwiches
mein-restaurant-houston,cantonese
eloise-nichols-grill-and-liquors-houston-2,seafood
eloise-nichols-grill-and-liquors-houston-2,southern
eloise-nichols-grill-and-liquors-houston-2,newamerican
ginger-and-fork-houston,chinese
ginger-and-fork-houston,cocktailbars
old-saigon-cafe-houston,vietnamese
old-saigon-cafe-houston,breakfast_brunch
aim-thai-restaurant-houston,thai
north-shore-poke-co-houston-5,poke
north-shore-poke-co-houston-5,hawaiian
unos-pnches-tacos-houston,mexican
unos-pnches-tacos-houston,breakfast_brunch
unos-pnches-tacos-houston,sandwiches
casian-crawfish-houston,seafood
casian-crawfish-houston,vietnamese
casian-crawfish-houston,cajun
cafeza-houston,coffee
cafeza-houston,tapasmallplates
cafeza-houston,cocktailbars
phil-and-dereks-houston-5,southern
phil-and-dereks-houston-5,cajun
phil-and-dereks-houston-5,jazzandblues
district-7-grill-houston-3,breakfast_brunch
district-7-grill-houston-3,tradamerican
district-7-grill-houston-3,tapasmallplates
pappadeaux-seafood-kitchen-houston-12,cajun
pappadeaux-seafood-kitchen-houston-12,seafood
sage-houston-2,newamerican
borgo-food-station-houston,modern_european
borgo-food-station-houston,french
borgo-food-station-houston,italian
tainan-bistro-houston-2,taiwanese
tainan-bistro-houston-2,noodles
tainan-bistro-houston-2,soup
henderson-heights-houston,pubs
henderson-heights-houston,burgers
henderson-heights-houston,cocktailbars
vic-and-anthonys-steakhouse-houston,steak
vic-and-anthonys-steakhouse-houston,newamerican
bamboo-china-cafe-houston-2,asianfusion
hearsay-on-the-green-houston,newamerican
hearsay-on-the-green-houston,cocktailbars
hopdoddy-burger-bar-houston,burgers
banh-somtum-houston-3,laotian
banh-somtum-houston-3,thai
district-7-grill-houston-5,newamerican
district-7-grill-houston-5,seafood
district-7-grill-houston-5,burgers
captain-toms-seafood-and-oyster-bar-houston,seafood
mannies-seafood-houston,seafood
island-grill-houston-6,mediterranean
island-grill-houston-6,juicebars
island-grill-houston-6,tradamerican
pura-coffee-houston,coffee
pura-coffee-houston,bakeries
pura-coffee-houston,sandwiches
pappadeaux-seafood-kitchen-houston-14,seafood
pappadeaux-seafood-kitchen-houston-14,cajun
lims-chicken-houston,chickenshop
lims-chicken-houston,korean
lims-chicken-houston,chicken_wings
yauatcha-houston,dimsum
yauatcha-houston,tea
central-texas-bar-b-q-houston,bbq
agu-ramen-houston,ramen
tarka-indian-kitchen-houston,indpak
tarka-indian-kitchen-houston,vegan
tarka-indian-kitchen-houston,vegetarian
massas-south-coast-grill-houston,seafood
massas-south-coast-grill-houston,cajun
massas-south-coast-grill-houston,southern
sleepy-po-boys-houston,cajun
sleepy-po-boys-houston,sandwiches
sleepy-po-boys-houston,fishnchips
foundation-room-houston-3,newamerican
foundation-room-houston-3,lounges
foundation-room-houston-3,cocktailbars
the-original-marinis-empanada-house-houston,latin
the-original-marinis-empanada-house-houston,argentine
the-original-marinis-empanada-house-houston,empanadas
neils-bahr-houston,bars
neils-bahr-houston,arcades
neils-bahr-houston,burgers
ninfas-mexican-restaurant-houston-3,mexican
buffburger-houston,burgers
gyro-king-houston,foodtrucks
gyro-king-houston,juicebars
gyro-king-houston,halal
wokker-houston,asianfusion
hobos-sandwich-shop-houston,sandwiches
lotus-seafood-market-houston,seafoodmarkets
lotus-seafood-market-houston,cajun
peli-deli-houston-3,southafrican
peli-deli-houston-3,breakfast_brunch
tamashi-ramen-and-sushi-houston-6,ramen
tamashi-ramen-and-sushi-houston-6,sushi
sterling-house-houston,gastropubs
sterling-house-houston,cocktailbars
sterling-house-houston,wine_bars
nam-eatery-houston,soup
nam-eatery-houston,vietnamese
pepper-twins-houston,szechuan
salmontin-houston-2,french
salmontin-houston-2,seafood
under-the-volcano-houston,latin
under-the-volcano-houston,cocktailbars
pepper-twins-houston-6,szechuan
carniceria-aguascalientes-houston,mexican
seasons-52-houston-3,newamerican
seasons-52-houston-3,wine_bars
seasons-52-houston-3,breakfast_brunch
osso-and-kristalla-houston-2,italian
osso-and-kristalla-houston-2,pizza
nola-poboys-houston,cajun
nola-poboys-houston,seafood
peru-gourmet-houston-3,peruvian
peru-gourmet-houston-3,seafood
peru-gourmet-houston-3,mexican
gyu-kaku-japanese-bbq-houston-2,japanese
gyu-kaku-japanese-bbq-houston-2,bbq
gyu-kaku-japanese-bbq-houston-2,tapasmallplates
uberrito-houston-6,tex-mex
uberrito-houston-6,mexican
uberrito-houston-6,hotdogs
the-del-houston,newamerican
mamas-seafood-houston,seafood
tapesters-grill-houston-2,tradamerican
tapesters-grill-houston-2,breakfast_brunch
tapesters-grill-houston-2,wine_bars
dot-coffee-shop-houston,tradamerican
dot-coffee-shop-houston,diners
dot-coffee-shop-houston,breakfast_brunch
angelas-oven-houston-3,bakeries
angelas-oven-houston-3,breakfast_brunch
angelas-oven-houston-3,sandwiches
on-the-kirb-houston-2,sportsbars
on-the-kirb-houston-2,gastropubs
ibiza-food-and-wine-bar-houston-2,wine_bars
ibiza-food-and-wine-bar-houston-2,newamerican
ibiza-food-and-wine-bar-houston-2,basque
boca2-gastro-bar-and-bites-houston,tapas
boca2-gastro-bar-and-bites-houston,spanish
boca2-gastro-bar-and-bites-houston,desserts
benjys-houston-2,newamerican
benjys-houston-2,lounges
benjys-houston-2,wine_bars
caliente-houston-4,tex-mex
caliente-houston-4,mexican
kasra-persian-grill-houston-2,mideastern
kasra-persian-grill-houston-2,persian
kasra-persian-grill-houston-2,mediterranean
andes-cafe-houston,venezuelan
andes-cafe-houston,colombian
andes-cafe-houston,peruvian
flying-saucer-draught-emporium-houston-2,newamerican
flying-saucer-draught-emporium-houston-2,pubs
flying-saucer-draught-emporium-houston-2,venues
inferno-pizza-houston-2,pizza
inferno-pizza-houston-2,bars
the-cajun-house-houston,cajun
the-cajun-house-houston,seafood
the-cajun-house-houston,asianfusion
leaf-and-grain-houston-2,salad
leaf-and-grain-houston-2,vegan
leaf-and-grain-houston-2,vegetarian
taco-real-houston,mexican
briannas-restaurant-houston,latin
briannas-restaurant-houston,seafood
briannas-restaurant-houston,burgers
paulies-houston,sandwiches
paulies-houston,italian
paulies-houston,coffee
pappadeauxs-seafood-kitchen-houston,seafood
brasserie-du-parc-houston,brasseries
brasserie-du-parc-houston,french
brasserie-du-parc-houston,bars
pappas-bros-steakhouse-houston-4,steak
broke-ass-pizza-houston-6,pizza
broke-ass-pizza-houston-6,vegan
broke-ass-pizza-houston-6,hotdogs
eastwoods-houston,chicken_wings
eastwoods-houston,pizza
eastwoods-houston,shavedice
louisiana-fish-house-houston-2,cajun
louisiana-fish-house-houston-2,seafood
tayeb-mandi-and-mediterranean-grill-houston,mediterranean
tayeb-mandi-and-mediterranean-grill-houston,halal
tayeb-mandi-and-mediterranean-grill-houston,mideastern
